grid_id,modelo_id,modelo,cenario,horizonte,ano_inicio,ano_fim,tr_anos,n_historico,n_futuro,q_historico_modelo_mm,q_futuro_modelo_mm,fator_mudanca_diaria,p24_ancorada_idf_mm,metodo_historico,metodo_futuro,erro_historico,erro_futuro,peso_rea,serie_observada_anual_usada
18355,30,BCC-CSM2-MR,ssp126,2040_2059,2040,2059,50,65,40,43.542060,45.115706,1.036141,255.239948,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp126,2060_2100,2060,2100,25,65,82,41.824690,52.749115,1.261196,283.810138,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp126,2060_2100,2060,2100,50,65,82,43.542060,62.590858,1.437480,354.104785,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp245,2040_2059,2040,2059,25,65,20,41.824690,39.292815,0.939465,211.410166,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp245,2040_2059,2040,2059,50,65,20,43.542060,41.285168,0.948168,233.568866,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp245,2060_2100,2060,2100,25,65,41,41.824690,43.220382,1.033370,232.541958,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp245,2060_2100,2060,2100,50,65,41,43.542060,48.411895,1.111842,273.887980,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp370,2040_2059,2040,2059,25,65,20,41.824690,40.317875,0.963973,216.925377,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp370,2040_2059,2040,2059,50,65,20,43.542060,43.224987,0.992718,244.543295,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp370,2060_2100,2060,2100,25,65,41,41.824690,38.570182,0.922187,207.522128,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp370,2060_2100,2060,2100,50,65,41,43.542060,42.117265,0.967278,238.276413,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp585,2040_2059,2040,2059,25,65,20,41.824690,36.510275,0.872936,196.439052,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp585,2040_2059,2040,2059,50,65,20,43.542060,38.296855,0.879537,216.662628,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp585,2060_2100,2060,2100,25,65,41,41.824690,39.868742,0.953235,214.508873,gev_mle,gev_mle,,,,False
18355,30,BCC-CSM2-MR,ssp585,2060_2100,2060,2100,50,65,41,43.542060,43.916179,1.008592,248.453682,gev_mle,gev_mle,,,,False
18355,46,CESM2-WACCM,ssp126,2040_2059,2040,2059,25,65,0,44.891829,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,46,CESM2-WACCM,ssp126,2040_2059,2040,2059,50,65,0,47.834892,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,46,CESM2-WACCM,ssp126,2060_2100,2060,2100,25,65,0,44.891829,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,46,CESM2-WACCM,ssp126,2060_2100,2060,2100,50,65,0,47.834892,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,46,CESM2-WACCM,ssp245,2040_2059,2040,2059,25,65,20,44.891829,50.307897,1.120647,252.182135,gev_mle,gev_mle,,,,False
18355,46,CESM2-WACCM,ssp245,2040_2059,2040,2059,50,65,20,47.834892,57.937739,1.211202,298.364127,gev_mle,gev_mle,,,,False
18355,46,CESM2-WACCM,ssp245,2060_2100,2060,2100,25,65,41,44.891829,59.719256,1.330292,299.359150,gev_mle,gev_mle,,,,False
18355,46,CESM2-WACCM,ssp245,2060_2100,2060,2100,50,65,41,47.834892,72.576343,1.517226,373.749091,gev_mle,gev_mle,,,,False
18355,46,CESM2-WACCM,ssp370,2040_2059,2040,2059,25,65,0,44.891829,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,46,CESM2-WACCM,ssp370,2040_2059,2040,2059,50,65,0,47.834892,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,46,CESM2-WACCM,ssp370,2060_2100,2060,2100,25,65,0,44.891829,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,46,CESM2-WACCM,ssp370,2060_2100,2060,2100,50,65,0,47.834892,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,46,CESM2-WACCM,ssp585,2040_2059,2040,2059,25,65,20,44.891829,49.146359,1.094773,246.359606,gev_mle,gev_mle,,,,False
18355,46,CESM2-WACCM,ssp585,2040_2059,2040,2059,50,65,20,47.834892,58.199352,1.216672,299.711368,gev_mle,gev_mle,,,,False
18355,46,CESM2-WACCM,ssp585,2060_2100,2060,2100,25,65,41,44.891829,60.099429,1.338761,301.264871,gev_mle,gev_mle,,,,False
18355,46,CESM2-WACCM,ssp585,2060_2100,2060,2100,50,65,41,47.834892,69.046864,1.443441,355.573202,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp126,2040_2059,2040,2059,25,65,40,45.926296,41.747626,0.909014,204.557692,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp126,2040_2059,2040,2059,50,65,40,48.756044,44.709697,0.917008,225.893188,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp126,2060_2100,2060,2100,25,65,82,45.926296,48.861794,1.063918,239.416149,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp126,2060_2100,2060,2100,50,65,82,48.756044,54.880008,1.125604,277.278103,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp245,2040_2059,2040,2059,25,65,20,45.926296,57.784555,1.258202,283.136460,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp245,2040_2059,2040,2059,50,65,20,48.756044,66.229354,1.358382,334.620025,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp245,2060_2100,2060,2100,25,65,41,45.926296,44.350221,0.965683,217.310052,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp245,2060_2100,2060,2100,50,65,41,48.756044,48.520495,0.995169,245.147026,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp370,2040_2059,2040,2059,25,65,20,45.926296,68.716726,1.496239,336.702614,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp370,2040_2059,2040,2059,50,65,20,48.756044,83.361172,1.709761,421.177554,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp370,2060_2100,2060,2100,25,65,41,45.926296,44.277767,0.964105,216.955036,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp370,2060_2100,2060,2100,50,65,41,48.756044,49.111580,1.007292,248.133450,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp585,2040_2059,2040,2059,25,65,20,45.926296,38.286659,0.833654,187.599424,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp585,2040_2059,2040,2059,50,65,20,48.756044,38.972020,0.799327,196.903901,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp585,2060_2100,2060,2100,25,65,41,45.926296,68.755949,1.497093,336.894803,gev_mle,gev_mle,,,,False
18355,53,CESM2,ssp585,2060_2100,2060,2100,50,65,41,48.756044,88.828729,1.821902,448.802075,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp126,2040_2059,2040,2059,25,65,20,45.438722,53.551910,1.178552,265.212691,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp126,2040_2059,2040,2059,50,65,20,48.931832,63.712610,1.302069,320.747874,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp126,2060_2100,2060,2100,25,65,41,45.438722,70.094373,1.542613,347.138272,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp126,2060_2100,2060,2100,50,65,41,48.931832,92.099901,1.882208,463.657784,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp245,2040_2059,2040,2059,25,65,20,45.438722,71.469028,1.572866,353.946170,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp245,2040_2059,2040,2059,50,65,20,48.931832,88.233571,1.803194,444.193551,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp245,2060_2100,2060,2100,25,65,41,45.438722,67.742636,1.490857,335.491431,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp245,2060_2100,2060,2100,50,65,41,48.931832,86.566501,1.769124,435.801034,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp370,2040_2059,2040,2059,25,65,20,45.438722,50.614818,1.113914,250.666918,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp370,2040_2059,2040,2059,50,65,20,48.931832,58.171280,1.188823,292.851200,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp370,2060_2100,2060,2100,25,65,41,45.438722,77.032275,1.695300,381.497823,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp370,2060_2100,2060,2100,50,65,41,48.931832,102.192127,2.088459,514.464996,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp585,2040_2059,2040,2059,25,65,20,45.438722,67.030740,1.475190,331.965809,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp585,2040_2059,2040,2059,50,65,20,48.931832,82.241367,1.680733,414.027044,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp585,2060_2100,2060,2100,25,65,41,45.438722,62.181806,1.368476,307.951747,gev_mle,gev_mle,,,,False
18355,69,CMCC-CM2-SR5,ssp585,2060_2100,2060,2100,50,65,41,48.931832,80.349792,1.642076,404.504307,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp126,2040_2059,2040,2059,25,65,20,53.037427,68.883467,1.298771,292.265805,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp126,2040_2059,2040,2059,50,65,20,58.534172,84.965190,1.451549,357.570284,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp126,2060_2100,2060,2100,25,65,41,53.037427,47.762463,0.900543,202.651452,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp126,2060_2100,2060,2100,50,65,41,58.534172,56.176306,0.959718,236.414204,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp245,2040_2059,2040,2059,25,65,20,53.037427,43.615729,0.822358,185.057265,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp245,2040_2059,2040,2059,50,65,20,58.534172,47.100000,0.804658,198.217179,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp245,2060_2100,2060,2100,25,65,41,53.037427,43.816516,0.826143,185.909187,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp245,2060_2100,2060,2100,50,65,41,58.534172,48.276505,0.824758,203.168424,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp370,2040_2059,2040,2059,25,65,20,53.037427,35.907774,0.677027,152.353170,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp370,2040_2059,2040,2059,50,65,20,58.534172,37.937493,0.648126,159.657388,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp370,2060_2100,2060,2100,25,65,41,53.037427,50.184205,0.946204,212.926667,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp370,2060_2100,2060,2100,50,65,41,58.534172,55.214160,0.943281,232.365077,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp585,2040_2059,2040,2059,25,65,20,53.037427,38.381528,0.723669,162.849065,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp585,2040_2059,2040,2059,50,65,20,58.534172,40.671351,0.694831,171.162643,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp585,2060_2100,2060,2100,25,65,41,53.037427,60.346275,1.137805,256.043332,gev_mle,gev_mle,,,,False
18355,82,CMCC-ESM2,ssp585,2060_2100,2060,2100,50,65,41,58.534172,79.151980,1.352235,333.105782,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp126,2040_2059,2040,2059,25,65,20,42.772573,40.593873,0.949063,213.570156,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp126,2040_2059,2040,2059,50,65,20,45.567959,42.655149,0.936078,230.590685,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp126,2060_2100,2060,2100,25,65,41,42.772573,44.368588,1.037314,233.429466,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp126,2060_2100,2060,2100,50,65,41,45.567959,47.618213,1.044993,257.420649,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp245,2040_2059,2040,2059,25,65,20,42.772573,57.750369,1.350173,303.832925,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp245,2040_2059,2040,2059,50,65,20,45.567959,64.286698,1.410787,347.529285,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp245,2060_2100,2060,2100,25,65,41,42.772573,49.080375,1.147473,258.218851,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp245,2060_2100,2060,2100,50,65,41,45.567959,54.161752,1.188593,292.794553,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp370,2040_2059,2040,2059,25,65,20,42.772573,49.021583,1.146099,257.909540,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp370,2040_2059,2040,2059,50,65,20,45.567959,53.879389,1.182396,291.268120,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp370,2060_2100,2060,2100,25,65,41,42.772573,44.632124,1.043475,234.815966,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp370,2060_2100,2060,2100,50,65,41,45.567959,47.647171,1.045629,257.577194,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp585,2040_2059,2040,2059,25,65,20,42.772573,50.553620,1.181917,265.969805,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp585,2040_2059,2040,2059,50,65,20,45.567959,56.904694,1.248787,307.622701,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp585,2060_2100,2060,2100,25,65,41,42.772573,41.549783,0.971412,218.599333,gev_mle,gev_mle,,,,False
18355,95,CNRM-CM6-1,ssp585,2060_2100,2060,2100,50,65,41,45.567959,45.257186,0.993180,244.657108,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp126,2040_2059,2040,2059,25,65,20,52.451497,51.353353,0.979064,220.321242,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp126,2040_2059,2040,2059,50,65,20,60.363527,56.817511,0.941256,231.866207,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp126,2060_2100,2060,2100,25,65,41,52.451497,69.171540,1.318772,296.766592,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp126,2060_2100,2060,2100,50,65,41,60.363527,88.630648,1.468281,361.692232,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp245,2040_2059,2040,2059,25,65,20,52.451497,48.088585,0.916820,206.314410,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp245,2040_2059,2040,2059,50,65,20,60.363527,51.013778,0.845109,208.181791,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp245,2060_2100,2060,2100,25,65,41,52.451497,57.447918,1.095258,246.468746,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp245,2060_2100,2060,2100,50,65,41,60.363527,66.232841,1.097233,270.289167,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp370,2040_2059,2040,2059,25,65,20,52.451497,63.136578,1.203714,270.874798,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp370,2040_2059,2040,2059,50,65,20,60.363527,79.285601,1.313469,323.556087,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp370,2060_2100,2060,2100,25,65,41,52.451497,52.989155,1.010251,227.339322,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp370,2060_2100,2060,2100,50,65,41,60.363527,59.785006,0.990416,243.976240,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp585,2040_2059,2040,2059,25,65,20,52.451497,66.932917,1.276092,287.162229,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp585,2040_2059,2040,2059,50,65,20,60.363527,82.790042,1.371524,337.857338,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp585,2060_2100,2060,2100,25,65,41,52.451497,53.821969,1.026128,230.912340,gev_mle,gev_mle,,,,False
18355,108,CNRM-ESM2-1,ssp585,2060_2100,2060,2100,50,65,41,60.363527,63.252823,1.047865,258.128032,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp126,2040_2059,2040,2059,25,65,40,47.828500,56.153872,1.174067,264.203399,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp126,2040_2059,2040,2059,50,65,40,51.190072,71.130989,1.389547,342.296904,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp126,2060_2100,2060,2100,25,65,82,47.828500,45.301884,0.947173,213.144902,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp126,2060_2100,2060,2100,50,65,82,51.190072,47.510876,0.928127,228.632077,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp245,2040_2059,2040,2059,25,65,20,47.828500,45.677006,0.955016,214.909850,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp245,2040_2059,2040,2059,50,65,20,51.190072,51.991466,1.015655,250.193599,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp245,2060_2100,2060,2100,25,65,41,47.828500,45.844525,0.958519,215.698024,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp245,2060_2100,2060,2100,50,65,41,51.190072,50.507978,0.986675,243.054750,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp370,2040_2059,2040,2059,25,65,20,47.828500,41.278519,0.863053,194.215012,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp370,2040_2059,2040,2059,50,65,20,51.190072,44.251889,0.864462,212.949165,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp370,2060_2100,2060,2100,25,65,41,47.828500,44.370220,0.927694,208.761437,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp370,2060_2100,2060,2100,50,65,41,51.190072,50.347983,0.983550,242.284820,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp585,2040_2059,2040,2059,25,65,20,47.828500,40.994575,0.857116,192.879059,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp585,2040_2059,2040,2059,50,65,20,51.190072,43.247185,0.844835,208.114326,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp585,2060_2100,2060,2100,25,65,41,47.828500,38.489403,0.804738,181.092251,gev_mle,gev_mle,,,,False
18355,121,CanESM5,ssp585,2060_2100,2060,2100,50,65,41,51.190072,42.311523,0.826557,203.611726,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp126,2040_2059,2040,2059,25,65,20,53.570543,60.980470,1.138321,256.159326,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp126,2040_2059,2040,2059,50,65,20,61.984690,71.844837,1.159074,285.522933,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp126,2060_2100,2060,2100,25,65,41,53.570543,58.113218,1.084798,244.114925,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp126,2060_2100,2060,2100,50,65,41,61.984690,66.435397,1.071803,264.024948,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp245,2040_2059,2040,2059,25,65,20,53.570543,71.304705,1.331043,299.528117,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp245,2040_2059,2040,2059,50,65,20,61.984690,83.776703,1.351571,332.942089,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp245,2060_2100,2060,2100,25,65,41,53.570543,59.260440,1.106213,248.934035,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp245,2060_2100,2060,2100,50,65,41,61.984690,68.346785,1.102640,271.621114,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp370,2040_2059,2040,2059,25,65,20,53.570543,59.230582,1.105656,248.808609,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp370,2040_2059,2040,2059,50,65,20,61.984690,66.777744,1.077326,265.385493,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp370,2060_2100,2060,2100,25,65,41,53.570543,48.439783,0.904224,203.479937,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp370,2060_2100,2060,2100,50,65,41,61.984690,50.929782,0.821651,202.403141,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp585,2040_2059,2040,2059,25,65,20,53.570543,47.436998,0.885505,199.267562,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp585,2040_2059,2040,2059,50,65,20,61.984690,51.380102,0.828916,204.192787,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp585,2060_2100,2060,2100,25,65,41,53.570543,62.234900,1.161737,261.428784,gev_mle,gev_mle,,,,False
18355,137,EC-Earth3-Veg-LR,ssp585,2060_2100,2060,2100,50,65,41,61.984690,73.916705,1.192499,293.756872,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp126,2040_2059,2040,2059,25,65,20,46.475243,44.523236,0.957999,215.581013,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp126,2040_2059,2040,2059,50,65,20,50.234997,49.852957,0.992395,244.463714,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp126,2060_2100,2060,2100,25,65,41,46.475243,48.809922,1.050235,236.337098,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp126,2060_2100,2060,2100,50,65,41,50.234997,54.877649,1.092419,269.103272,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp245,2040_2059,2040,2059,25,65,20,46.475243,41.792023,0.899232,202.356510,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp245,2040_2059,2040,2059,50,65,20,50.234997,45.700014,0.909725,224.098949,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp245,2060_2100,2060,2100,25,65,41,46.475243,53.128861,1.143165,257.249352,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp245,2060_2100,2060,2100,50,65,41,50.234997,62.003325,1.234266,304.045420,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp370,2040_2059,2040,2059,25,65,20,46.475243,77.159820,1.660235,373.606985,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp370,2040_2059,2040,2059,50,65,20,50.234997,109.517005,2.180094,537.038031,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp370,2060_2100,2060,2100,25,65,41,46.475243,44.075452,0.948364,213.412845,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp370,2060_2100,2060,2100,50,65,41,50.234997,47.068640,0.936969,230.810274,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp585,2040_2059,2040,2059,25,65,20,46.475243,36.602573,0.787571,177.229248,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp585,2040_2059,2040,2059,50,65,20,50.234997,39.276899,0.781863,192.601948,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp585,2060_2100,2060,2100,25,65,41,46.475243,42.170776,0.907381,204.190424,gev_mle,gev_mle,,,,False
18355,150,EC-Earth3,ssp585,2060_2100,2060,2100,50,65,41,50.234997,45.208643,0.899943,221.689415,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp126,2040_2059,2040,2059,25,65,20,36.678670,44.243115,1.206236,271.442324,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp126,2040_2059,2040,2059,50,65,20,37.986057,48.710959,1.282338,315.887416,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp126,2060_2100,2060,2100,25,65,41,36.678670,44.637358,1.216984,273.861101,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp126,2060_2100,2060,2100,50,65,41,37.986057,51.036498,1.343559,330.968391,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp245,2040_2059,2040,2059,25,65,20,36.678670,41.246261,1.124530,253.055889,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp245,2040_2059,2040,2059,50,65,20,37.986057,46.120042,1.214131,299.085492,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp245,2060_2100,2060,2100,25,65,41,36.678670,47.914531,1.306332,293.967355,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp245,2060_2100,2060,2100,50,65,41,37.986057,54.996617,1.447811,356.649504,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp370,2040_2059,2040,2059,25,65,20,36.678670,40.761497,1.111313,250.081747,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp370,2040_2059,2040,2059,50,65,20,37.986057,43.280082,1.139368,280.668533,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp370,2060_2100,2060,2100,25,65,41,36.678670,42.098252,1.147758,258.283065,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp370,2060_2100,2060,2100,50,65,41,37.986057,46.435815,1.222444,301.133258,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp585,2040_2059,2040,2059,25,65,20,36.678670,46.401949,1.265094,284.687299,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp585,2040_2059,2040,2059,50,65,20,37.986057,55.407918,1.458638,359.316764,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp585,2060_2100,2060,2100,25,65,41,36.678670,40.497302,1.104110,248.460845,gev_mle,gev_mle,,,,False
18355,163,FGOALS-g3,ssp585,2060_2100,2060,2100,50,65,41,37.986057,45.132317,1.188129,292.680158,gev_mle,gev_mle,,,,False
18355,176,GFDL-CM4,ssp126,2040_2059,2040,2059,25,65,0,47.258390,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,176,GFDL-CM4,ssp126,2040_2059,2040,2059,50,65,0,51.689084,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,176,GFDL-CM4,ssp126,2060_2100,2060,2100,25,65,0,47.258390,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,176,GFDL-CM4,ssp126,2060_2100,2060,2100,50,65,0,51.689084,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,176,GFDL-CM4,ssp245,2040_2059,2040,2059,25,65,20,47.258390,38.385159,0.812240,182.780504,gev_mle,gev_mle,,,,False
18355,176,GFDL-CM4,ssp245,2040_2059,2040,2059,50,65,20,51.689084,39.484936,0.763893,188.175231,gev_mle,gev_mle,,,,False
18355,176,GFDL-CM4,ssp245,2060_2100,2060,2100,25,65,41,47.258390,49.222673,1.041565,234.386027,gev_mle,gev_mle,,,,False
18355,176,GFDL-CM4,ssp245,2060_2100,2060,2100,50,65,41,51.689084,53.822465,1.041273,256.504276,gev_mle,gev_mle,,,,False
18355,176,GFDL-CM4,ssp370,2040_2059,2040,2059,25,65,0,47.258390,,,,gev_mle,nao_determinado,,n_insuficiente,,False
18355,176,GFDL-CM4,ssp370,2040_2059,2040,2059,50,65,0,51.689084,,,,gev_mle,nao_determinado,,n_insuficiente,,False
