grid_id,modelo_id,modelo,cenario,horizonte,ano_inicio,ano_fim,tr_anos,n_historico,n_futuro,q_historico_modelo_mm,q_futuro_modelo_mm,fator_mudanca_diaria,p24_ancorada_idf_mm,metodo_historico,metodo_futuro,erro_historico,erro_futuro,peso_rea,serie_observada_anual_usada
19495,69,CMCC-CM2-SR5,ssp585,2040_2059,2040,2059,25,65,20,40.901600,56.138722,1.372531,308.864278,gev_mle,gev_mle,,,,False
19495,69,CMCC-CM2-SR5,ssp585,2040_2059,2040,2059,50,65,20,44.018120,67.027634,1.522728,375.104492,gev_mle,gev_mle,,,,False
19495,69,CMCC-CM2-SR5,ssp585,2060_2100,2060,2100,25,65,41,40.901600,54.410520,1.330279,299.356047,gev_mle,gev_mle,,,,False
19495,69,CMCC-CM2-SR5,ssp585,2060_2100,2060,2100,50,65,41,44.018120,70.212381,1.595079,392.927186,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp126,2040_2059,2040,2059,25,65,20,47.422110,59.396204,1.252500,281.853394,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp126,2040_2059,2040,2059,50,65,20,52.160877,75.860316,1.454353,358.261073,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp126,2060_2100,2060,2100,25,65,41,47.422110,41.227470,0.869372,195.637122,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp126,2060_2100,2060,2100,50,65,41,52.160877,48.575978,0.931272,229.406930,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp245,2040_2059,2040,2059,25,65,20,47.422110,34.768753,0.733176,164.988508,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp245,2040_2059,2040,2059,50,65,20,52.160877,35.980894,0.689806,169.924864,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp245,2060_2100,2060,2100,25,65,41,47.422110,43.199079,0.910948,204.993018,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp245,2060_2100,2060,2100,50,65,41,52.160877,48.735588,0.934332,230.160710,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp370,2040_2059,2040,2059,25,65,20,47.422110,36.970495,0.779605,175.436456,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp370,2040_2059,2040,2059,50,65,20,52.160877,41.395857,0.793619,195.497791,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp370,2060_2100,2060,2100,25,65,41,47.422110,44.024506,0.928354,208.909923,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp370,2060_2100,2060,2100,50,65,41,52.160877,48.710845,0.933858,230.043858,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp585,2040_2059,2040,2059,25,65,20,47.422110,35.405984,0.746613,168.012367,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp585,2040_2059,2040,2059,50,65,20,52.160877,37.485529,0.718652,177.030712,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp585,2060_2100,2060,2100,25,65,41,47.422110,50.990509,1.075248,241.965767,gev_mle,gev_mle,,,,False
19495,82,CMCC-ESM2,ssp585,2060_2100,2060,2100,50,65,41,52.160877,64.668023,1.239780,305.403889,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp126,2040_2059,2040,2059,25,65,20,40.733375,35.664372,0.875557,197.028765,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp126,2040_2059,2040,2059,50,65,20,43.964608,36.680867,0.834327,205.525751,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp126,2060_2100,2060,2100,25,65,41,40.733375,40.991389,1.006334,226.458010,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp126,2060_2100,2060,2100,50,65,41,43.964608,44.177939,1.004852,247.532431,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp245,2040_2059,2040,2059,25,65,20,40.733375,59.316386,1.456211,327.694943,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp245,2040_2059,2040,2059,50,65,20,43.964608,69.190449,1.573776,387.679472,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp245,2060_2100,2060,2100,25,65,41,40.733375,46.086193,1.131411,254.604390,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp245,2060_2100,2060,2100,50,65,41,43.964608,51.450868,1.170279,288.283216,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp370,2040_2059,2040,2059,25,65,20,40.733375,46.470732,1.140851,256.728786,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp370,2040_2059,2040,2059,50,65,20,43.964608,52.045733,1.183810,291.616292,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp370,2060_2100,2060,2100,25,65,41,40.733375,39.601608,0.972215,218.780128,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp370,2060_2100,2060,2100,50,65,41,43.964608,41.526300,0.944539,232.675092,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp585,2040_2059,2040,2059,25,65,20,40.733375,48.752290,1.196864,269.333316,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp585,2040_2059,2040,2059,50,65,20,43.964608,55.517277,1.262772,311.067626,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp585,2060_2100,2060,2100,25,65,41,40.733375,38.610350,0.947880,213.303901,gev_mle,gev_mle,,,,False
19495,95,CNRM-CM6-1,ssp585,2060_2100,2060,2100,50,65,41,43.964608,42.533826,0.967456,238.320337,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp126,2040_2059,2040,2059,25,65,20,52.157415,51.111788,0.979952,220.521259,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp126,2040_2059,2040,2059,50,65,20,61.970049,59.337944,0.957526,235.874243,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp126,2060_2100,2060,2100,25,65,41,52.157415,65.071447,1.247597,280.750058,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp126,2060_2100,2060,2100,50,65,41,61.970049,81.729971,1.318862,324.884780,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp245,2040_2059,2040,2059,25,65,20,52.157415,50.439452,0.967062,217.620472,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp245,2040_2059,2040,2059,50,65,20,61.970049,56.083859,0.905016,222.938928,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp245,2060_2100,2060,2100,25,65,41,52.157415,57.565735,1.103692,248.366745,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp245,2060_2100,2060,2100,50,65,41,61.970049,67.163405,1.083804,266.981231,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp370,2040_2059,2040,2059,25,65,20,52.157415,61.805768,1.184985,266.660319,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp370,2040_2059,2040,2059,50,65,20,61.970049,78.972420,1.274364,313.923240,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp370,2060_2100,2060,2100,25,65,41,52.157415,49.885563,0.956442,215.230725,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp370,2060_2100,2060,2100,50,65,41,61.970049,56.151350,0.906105,223.207214,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp585,2040_2059,2040,2059,25,65,20,52.157415,76.590787,1.468454,330.450124,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp585,2040_2059,2040,2059,50,65,20,61.970049,100.369726,1.619649,398.979664,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp585,2060_2100,2060,2100,25,65,41,52.157415,51.198959,0.981624,220.897358,gev_mle,gev_mle,,,,False
19495,108,CNRM-ESM2-1,ssp585,2060_2100,2060,2100,50,65,41,61.970049,60.532301,0.976799,240.621932,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp126,2040_2059,2040,2059,25,65,40,43.973702,48.114483,1.094165,246.222786,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp126,2040_2059,2040,2059,50,65,40,47.468337,59.138304,1.245847,306.898461,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp126,2060_2100,2060,2100,25,65,82,43.973702,39.542396,0.899228,202.355680,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp126,2060_2100,2060,2100,50,65,82,47.468337,41.212397,0.868208,213.871897,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp245,2040_2059,2040,2059,25,65,20,43.973702,37.027617,0.842040,189.486458,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp245,2040_2059,2040,2059,50,65,20,47.468337,39.586420,0.833954,205.433885,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp245,2060_2100,2060,2100,25,65,41,43.973702,39.843973,0.906086,203.898979,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp245,2060_2100,2060,2100,50,65,41,47.468337,44.107440,0.929197,228.895733,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp370,2040_2059,2040,2059,25,65,20,43.973702,38.827271,0.882966,198.696073,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp370,2040_2059,2040,2059,50,65,20,47.468337,42.847238,0.902649,222.355909,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp370,2060_2100,2060,2100,25,65,41,43.973702,37.084695,0.843338,189.778553,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp370,2060_2100,2060,2100,50,65,41,47.468337,40.408080,0.851264,209.697893,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp585,2040_2059,2040,2059,25,65,20,43.973702,36.889378,0.838896,188.779028,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp585,2040_2059,2040,2059,50,65,20,47.468337,39.814686,0.838763,206.618471,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp585,2060_2100,2060,2100,25,65,41,43.973702,33.646642,0.765154,172.184535,gev_mle,gev_mle,,,,False
19495,121,CanESM5,ssp585,2060_2100,2060,2100,50,65,41,47.468337,36.027279,0.758975,186.963705,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp126,2040_2059,2040,2059,25,65,20,47.534622,53.973517,1.135457,255.514838,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp126,2040_2059,2040,2059,50,65,20,54.129606,63.996551,1.182284,291.240365,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp126,2060_2100,2060,2100,25,65,41,47.534622,52.157254,1.097248,246.916510,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp126,2060_2100,2060,2100,50,65,41,54.129606,59.851329,1.105704,272.375975,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp245,2040_2059,2040,2059,25,65,20,47.534622,59.682714,1.255563,282.542624,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp245,2040_2059,2040,2059,50,65,20,54.129606,69.102001,1.276603,314.474635,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp245,2060_2100,2060,2100,25,65,41,47.534622,51.642227,1.086413,244.478330,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp245,2060_2100,2060,2100,50,65,41,54.129606,59.903080,1.106660,272.611488,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp370,2040_2059,2040,2059,25,65,20,47.534622,53.520489,1.125926,253.370168,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp370,2040_2059,2040,2059,50,65,20,54.129606,59.894735,1.106506,272.573509,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp370,2060_2100,2060,2100,25,65,41,47.534622,44.251667,0.930936,209.490842,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp370,2060_2100,2060,2100,50,65,41,54.129606,46.758858,0.863831,212.793764,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp585,2040_2059,2040,2059,25,65,20,47.534622,39.900298,0.839394,188.891123,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp585,2040_2059,2040,2059,50,65,20,54.129606,42.398353,0.783275,192.949646,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp585,2060_2100,2060,2100,25,65,41,47.534622,52.732374,1.109347,249.639170,gev_mle,gev_mle,,,,False
19495,137,EC-Earth3-Veg-LR,ssp585,2060_2100,2060,2100,50,65,41,54.129606,63.030606,1.164439,286.844470,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp126,2040_2059,2040,2059,25,65,20,43.641477,41.466083,0.950153,213.815420,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp126,2040_2059,2040,2059,50,65,20,46.024153,43.712369,0.949770,233.963658,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp126,2060_2100,2060,2100,25,65,41,43.641477,52.676016,1.207017,271.618241,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp126,2060_2100,2060,2100,50,65,41,46.024153,59.875800,1.300965,320.475909,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp245,2040_2059,2040,2059,25,65,20,43.641477,44.151246,1.011681,227.661180,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp245,2040_2059,2040,2059,50,65,20,46.024153,45.710048,0.993175,244.655927,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp245,2060_2100,2060,2100,25,65,41,43.641477,54.430208,1.247213,280.663544,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp245,2060_2100,2060,2100,50,65,41,46.024153,66.950600,1.454684,358.342678,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp370,2040_2059,2040,2059,25,65,20,43.641477,63.974352,1.465907,329.876905,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp370,2040_2059,2040,2059,50,65,20,46.024153,75.467977,1.639747,403.930611,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp370,2060_2100,2060,2100,25,65,41,43.641477,46.651105,1.068963,240.551433,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp370,2060_2100,2060,2100,50,65,41,46.024153,50.335403,1.093674,269.412419,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp585,2040_2059,2040,2059,25,65,20,43.641477,39.440647,0.903742,203.371480,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp585,2040_2059,2040,2059,50,65,20,46.024153,42.044162,0.913524,225.034840,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp585,2060_2100,2060,2100,25,65,41,43.641477,49.163337,1.126528,253.505488,gev_mle,gev_mle,,,,False
19495,150,EC-Earth3,ssp585,2060_2100,2060,2100,50,65,41,46.024153,52.760246,1.146360,282.391014,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp126,2040_2059,2040,2059,25,65,20,32.083971,34.015381,1.060199,238.579252,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp126,2040_2059,2040,2059,50,65,20,33.396403,35.350913,1.058525,260.753901,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp126,2060_2100,2060,2100,25,65,41,32.083971,38.923637,1.213180,273.005097,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp126,2060_2100,2060,2100,50,65,41,33.396403,43.526514,1.303329,321.058414,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp245,2040_2059,2040,2059,25,65,20,32.083971,33.912433,1.056990,237.857191,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp245,2040_2059,2040,2059,50,65,20,33.396403,36.979269,1.107283,272.764910,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp245,2060_2100,2060,2100,25,65,41,32.083971,39.014047,1.215998,273.639215,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp245,2060_2100,2060,2100,50,65,41,33.396403,43.016170,1.288048,317.294041,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp370,2040_2059,2040,2059,25,65,20,32.083971,42.961401,1.339030,301.325424,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp370,2040_2059,2040,2059,50,65,20,33.396403,51.840023,1.552264,382.380167,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp370,2060_2100,2060,2100,25,65,41,32.083971,34.315473,1.069552,240.684059,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp370,2060_2100,2060,2100,50,65,41,33.396403,37.502024,1.122936,276.620830,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp585,2040_2059,2040,2059,25,65,20,32.083971,36.125874,1.125979,253.381962,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp585,2040_2059,2040,2059,50,65,20,33.396403,39.673466,1.187956,292.637732,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp585,2060_2100,2060,2100,25,65,41,32.083971,34.364622,1.071084,241.028785,gev_mle,gev_mle,,,,False
19495,163,FGOALS-g3,ssp585,2060_2100,2060,2100,50,65,41,33.396403,37.893984,1.134673,279.511986,gev_mle,gev_mle,,,,False
19495,176,GFDL-CM4,ssp126,2040_2059,2040,2059,25,65,0,45.170008,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,176,GFDL-CM4,ssp126,2040_2059,2040,2059,50,65,0,49.615443,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,176,GFDL-CM4,ssp126,2060_2100,2060,2100,25,65,0,45.170008,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,176,GFDL-CM4,ssp126,2060_2100,2060,2100,50,65,0,49.615443,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,176,GFDL-CM4,ssp245,2040_2059,2040,2059,25,65,20,45.170008,37.534403,0.830959,186.992762,gev_mle,gev_mle,,,,False
19495,176,GFDL-CM4,ssp245,2040_2059,2040,2059,50,65,20,49.615443,39.253325,0.791151,194.889949,gev_mle,gev_mle,,,,False
19495,176,GFDL-CM4,ssp245,2060_2100,2060,2100,25,65,41,45.170008,46.919017,1.038721,233.745996,gev_mle,gev_mle,,,,False
19495,176,GFDL-CM4,ssp245,2060_2100,2060,2100,50,65,41,49.615443,51.871308,1.045467,257.537329,gev_mle,gev_mle,,,,False
19495,176,GFDL-CM4,ssp370,2040_2059,2040,2059,25,65,0,45.170008,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,176,GFDL-CM4,ssp370,2040_2059,2040,2059,50,65,0,49.615443,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,176,GFDL-CM4,ssp370,2060_2100,2060,2100,25,65,0,45.170008,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,176,GFDL-CM4,ssp370,2060_2100,2060,2100,50,65,0,49.615443,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,176,GFDL-CM4,ssp585,2040_2059,2040,2059,25,65,20,45.170008,55.315463,1.224606,275.576277,gev_mle,gev_mle,,,,False
19495,176,GFDL-CM4,ssp585,2040_2059,2040,2059,50,65,20,49.615443,66.615206,1.342630,330.739731,gev_mle,gev_mle,,,,False
19495,176,GFDL-CM4,ssp585,2060_2100,2060,2100,25,65,41,45.170008,43.313076,0.958890,215.781551,gev_mle,gev_mle,,,,False
19495,176,GFDL-CM4,ssp585,2060_2100,2060,2100,50,65,41,49.615443,48.697797,0.981505,241.781076,gev_mle,gev_mle,,,,False
19495,183,GFDL-CM4_gr2,ssp126,2040_2059,2040,2059,25,65,0,44.029297,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,183,GFDL-CM4_gr2,ssp126,2040_2059,2040,2059,50,65,0,48.233251,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,183,GFDL-CM4_gr2,ssp126,2060_2100,2060,2100,25,65,0,44.029297,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,183,GFDL-CM4_gr2,ssp126,2060_2100,2060,2100,50,65,0,48.233251,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,183,GFDL-CM4_gr2,ssp245,2040_2059,2040,2059,25,65,20,44.029297,39.525614,0.897712,202.014398,gev_mle,gev_mle,,,,False
19495,183,GFDL-CM4_gr2,ssp245,2040_2059,2040,2059,50,65,20,48.233251,42.479467,0.880709,216.951370,gev_mle,gev_mle,,,,False
19495,183,GFDL-CM4_gr2,ssp245,2060_2100,2060,2100,25,65,41,44.029297,45.959663,1.043843,234.898659,gev_mle,gev_mle,,,,False
19495,183,GFDL-CM4_gr2,ssp245,2060_2100,2060,2100,50,65,41,48.233251,50.083023,1.038351,255.784288,gev_mle,gev_mle,,,,False
19495,183,GFDL-CM4_gr2,ssp370,2040_2059,2040,2059,25,65,0,44.029297,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,183,GFDL-CM4_gr2,ssp370,2040_2059,2040,2059,50,65,0,48.233251,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,183,GFDL-CM4_gr2,ssp370,2060_2100,2060,2100,25,65,0,44.029297,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,183,GFDL-CM4_gr2,ssp370,2060_2100,2060,2100,50,65,0,48.233251,,,,gev_mle,nao_determinado,,n_insuficiente,,False
19495,183,GFDL-CM4_gr2,ssp585,2040_2059,2040,2059,25,65,20,44.029297,49.490461,1.124035,252.944476,gev_mle,gev_mle,,,,False
19495,183,GFDL-CM4_gr2,ssp585,2040_2059,2040,2059,50,65,20,48.233251,57.195220,1.185805,292.107742,gev_mle,gev_mle,,,,False
19495,183,GFDL-CM4_gr2,ssp585,2060_2100,2060,2100,25,65,41,44.029297,38.518879,0.874847,196.869000,gev_mle,gev_mle,,,,False
19495,183,GFDL-CM4_gr2,ssp585,2060_2100,2060,2100,50,65,41,48.233251,41.963069,0.870003,214.314016,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp126,2040_2059,2040,2059,25,65,20,40.287104,78.699482,1.953466,439.593514,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp126,2040_2059,2040,2059,50,65,20,42.550055,110.083054,2.587142,637.309228,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp126,2060_2100,2060,2100,25,65,41,40.287104,49.514028,1.229029,276.571647,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp126,2060_2100,2060,2100,50,65,41,42.550055,57.414512,1.349340,332.392651,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp245,2040_2059,2040,2059,25,65,20,40.287104,41.789683,1.037297,233.425596,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp245,2040_2059,2040,2059,50,65,20,42.550055,46.089266,1.083178,266.826853,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp245,2060_2100,2060,2100,25,65,41,40.287104,37.616305,0.933706,210.114261,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp245,2060_2100,2060,2100,50,65,41,42.550055,40.524278,0.952391,234.609192,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp370,2040_2059,2040,2059,25,65,20,40.287104,42.793017,1.062201,239.029944,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp370,2040_2059,2040,2059,50,65,20,42.550055,47.289379,1.111382,273.774722,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp370,2060_2100,2060,2100,25,65,41,40.287104,43.918593,1.090140,245.317099,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp370,2060_2100,2060,2100,50,65,41,42.550055,48.147076,1.131540,278.740229,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp585,2040_2059,2040,2059,25,65,20,40.287104,50.359982,1.250027,281.296913,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp585,2040_2059,2040,2059,50,65,20,42.550055,55.790343,1.311170,322.989770,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp585,2060_2100,2060,2100,25,65,41,40.287104,51.573366,1.280146,288.074538,gev_mle,gev_mle,,,,False
19495,190,GFDL-ESM4,ssp585,2060_2100,2060,2100,50,65,41,42.550055,59.034975,1.387424,341.774081,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp126,2040_2059,2040,2059,25,65,20,40.963483,48.007414,1.171956,263.728387,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp126,2040_2059,2040,2059,50,65,20,43.252230,53.706078,1.241695,305.875572,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp126,2060_2100,2060,2100,25,65,41,40.963483,45.655277,1.114536,250.806940,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp126,2060_2100,2060,2100,50,65,41,43.252230,50.415803,1.165623,287.136263,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp245,2040_2059,2040,2059,25,65,20,40.963483,34.975169,0.853813,192.135841,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp245,2040_2059,2040,2059,50,65,20,43.252230,35.452137,0.819660,201.912767,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp245,2060_2100,2060,2100,25,65,41,40.963483,46.489311,1.134896,255.388704,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp245,2060_2100,2060,2100,50,65,41,43.252230,52.879298,1.222580,301.166764,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp370,2040_2059,2040,2059,25,65,20,40.963483,38.606804,0.942469,212.086207,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp370,2040_2059,2040,2059,50,65,20,43.252230,40.212321,0.929717,229.023740,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp370,2060_2100,2060,2100,25,65,41,40.963483,53.619516,1.308959,294.558433,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp370,2060_2100,2060,2100,50,65,41,43.252230,63.208100,1.461384,359.993030,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp585,2040_2059,2040,2059,25,65,20,40.963483,57.285930,1.398463,314.699854,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp585,2040_2059,2040,2059,50,65,20,43.252230,67.724062,1.565794,385.713071,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp585,2060_2100,2060,2100,25,65,41,40.963483,47.411902,1.157419,260.456946,gev_mle,gev_mle,,,,False
19495,203,GISS-E2-1-G,ssp585,2060_2100,2060,2100,50,65,41,43.252230,53.432942,1.235380,304.319966,gev_mle,gev_mle,,,,False
19495,216,HadGEM3-GC31-LL,ssp126,2040_2059,2040,2059,25,65,20,39.092539,48.601882,1.243252,279.772266,gev_mle,gev_mle,,,,False
19495,216,HadGEM3-GC31-LL,ssp126,2040_2059,2040,2059,50,65,20,41.521505,56.224685,1.354110,333.567560,gev_mle,gev_mle,,,,False
19495,216,HadGEM3-GC31-LL,ssp126,2060_2100,2060,2100,25,65,41,39.092539,54.030515,1.382118,311.021697,gev_mle,gev_mle,,,,False
19495,216,HadGEM3-GC31-LL,ssp126,2060_2100,2060,2100,50,65,41,41.521505,62.386704,1.502515,370.125338,gev_mle,gev_mle,,,,False
