grid_id,modelo_id,cenario_id,cenario,ano,prec_max
18355,95,5,ssp585,2081,29.148243
18355,95,5,ssp585,2082,24.315523
18355,95,5,ssp585,2083,29.975918
18355,95,5,ssp585,2084,23.429314
18355,95,5,ssp585,2085,29.283730
18355,95,5,ssp585,2086,31.576424
18355,95,5,ssp585,2087,23.846895
18355,95,5,ssp585,2088,24.804058
18355,95,5,ssp585,2089,28.285723
18355,95,5,ssp585,2090,26.736357
18355,95,5,ssp585,2091,26.000010
18355,95,5,ssp585,2092,27.715227
18355,95,5,ssp585,2093,26.110113
18355,95,5,ssp585,2094,34.532100
18355,95,5,ssp585,2095,31.038870
18355,95,5,ssp585,2096,26.995523
18355,95,5,ssp585,2097,21.473888
18355,95,5,ssp585,2098,31.627058
18355,95,5,ssp585,2099,51.232723
18355,95,5,ssp585,2100,22.217514
18355,108,1,historical,1950,26.634653
18355,108,1,historical,1951,37.631190
18355,108,1,historical,1952,77.504080
18355,108,1,historical,1953,26.133757
18355,108,1,historical,1954,45.986603
18355,108,1,historical,1955,76.447790
18355,108,1,historical,1956,32.620106
18355,108,1,historical,1957,34.670334
18355,108,1,historical,1958,40.612960
18355,108,1,historical,1959,39.826427
18355,108,1,historical,1960,30.888367
18355,108,1,historical,1961,26.531311
18355,108,1,historical,1962,31.536608
18355,108,1,historical,1963,46.309338
18355,108,1,historical,1964,31.703247
18355,108,1,historical,1965,39.694138
18355,108,1,historical,1966,30.002026
18355,108,1,historical,1967,33.533134
18355,108,1,historical,1968,38.479954
18355,108,1,historical,1969,25.971725
18355,108,1,historical,1970,32.594612
18355,108,1,historical,1971,26.161701
18355,108,1,historical,1972,37.035282
18355,108,1,historical,1973,36.857418
18355,108,1,historical,1974,33.965984
18355,108,1,historical,1975,32.358627
18355,108,1,historical,1976,30.618814
18355,108,1,historical,1977,37.000560
18355,108,1,historical,1978,44.092040
18355,108,1,historical,1979,35.507767
18355,108,1,historical,1980,32.875320
18355,108,1,historical,1981,28.546871
18355,108,1,historical,1982,42.171547
18355,108,1,historical,1983,24.019232
18355,108,1,historical,1984,29.398184
18355,108,1,historical,1985,35.353180
18355,108,1,historical,1986,40.247097
18355,108,1,historical,1987,28.492440
18355,108,1,historical,1988,29.385405
18355,108,1,historical,1989,34.769680
18355,108,1,historical,1990,31.937727
18355,108,1,historical,1991,27.653936
18355,108,1,historical,1992,38.491203
18355,108,1,historical,1993,35.105736
18355,108,1,historical,1994,32.326900
18355,108,1,historical,1995,31.570990
18355,108,1,historical,1996,26.984804
18355,108,1,historical,1997,26.723026
18355,108,1,historical,1998,34.760857
18355,108,1,historical,1999,27.560133
18355,108,1,historical,2000,23.992094
18355,108,1,historical,2001,30.237244
18355,108,1,historical,2002,27.004332
18355,108,1,historical,2003,28.777168
18355,108,1,historical,2004,28.004456
18355,108,1,historical,2005,39.769756
18355,108,1,historical,2006,35.460205
18355,108,1,historical,2007,31.285800
18355,108,1,historical,2008,26.630573
18355,108,1,historical,2009,26.138361
18355,108,1,historical,2010,27.789248
18355,108,1,historical,2011,37.254257
18355,108,1,historical,2012,25.744152
18355,108,1,historical,2013,34.721035
18355,108,1,historical,2014,26.950485
18355,108,2,ssp126,2015,40.435345
18355,108,2,ssp126,2016,31.989853
18355,108,2,ssp126,2017,31.682259
18355,108,2,ssp126,2018,42.283367
18355,108,2,ssp126,2019,28.493269
18355,108,2,ssp126,2020,42.645943
18355,108,2,ssp126,2021,28.956738
18355,108,2,ssp126,2022,67.179250
18355,108,2,ssp126,2023,37.619324
18355,108,2,ssp126,2024,30.064940
18355,108,2,ssp126,2025,29.972630
18355,108,2,ssp126,2026,47.582375
18355,108,2,ssp126,2027,30.640863
18355,108,2,ssp126,2028,71.289690
18355,108,2,ssp126,2029,29.413414
18355,108,2,ssp126,2030,32.578360
18355,108,2,ssp126,2031,37.358654
18355,108,2,ssp126,2032,31.599571
18355,108,2,ssp126,2033,40.517185
18355,108,2,ssp126,2034,33.140316
18355,108,2,ssp126,2035,25.464123
18355,108,2,ssp126,2036,58.196037
18355,108,2,ssp126,2037,49.386170
18355,108,2,ssp126,2038,27.667664
18355,108,2,ssp126,2039,30.691440
18355,108,2,ssp126,2040,31.023697
18355,108,2,ssp126,2041,42.515858
18355,108,2,ssp126,2042,33.735287
18355,108,2,ssp126,2043,30.915129
18355,108,2,ssp126,2044,25.409359
18355,108,2,ssp126,2045,45.972713
18355,108,2,ssp126,2046,37.300480
18355,108,2,ssp126,2047,52.186253
18355,108,2,ssp126,2048,40.090733
18355,108,2,ssp126,2049,28.067474
18355,108,2,ssp126,2050,30.159548
18355,108,2,ssp126,2051,33.645695
18355,108,2,ssp126,2052,36.647964
18355,108,2,ssp126,2053,30.794518
18355,108,2,ssp126,2054,36.550987
18355,108,2,ssp126,2055,32.162956
18355,108,2,ssp126,2056,29.919518
18355,108,2,ssp126,2057,48.969000
18355,108,2,ssp126,2058,32.717290
18355,108,2,ssp126,2059,27.243275
18355,108,2,ssp126,2060,28.648266
18355,108,2,ssp126,2061,26.130941
18355,108,2,ssp126,2062,73.535470
18355,108,2,ssp126,2063,83.905840
18355,108,2,ssp126,2064,32.290680
18355,108,2,ssp126,2065,24.073084
18355,108,2,ssp126,2066,30.783445
18355,108,2,ssp126,2067,38.492590
18355,108,2,ssp126,2068,32.898290
18355,108,2,ssp126,2069,27.314800
18355,108,2,ssp126,2070,26.617266
18355,108,2,ssp126,2071,31.217178
18355,108,2,ssp126,2072,29.815536
18355,108,2,ssp126,2073,31.727842
18355,108,2,ssp126,2074,34.775597
18355,108,2,ssp126,2075,31.537155
18355,108,2,ssp126,2076,28.437168
18355,108,2,ssp126,2077,27.093763
18355,108,2,ssp126,2078,26.783401
18355,108,2,ssp126,2079,43.370520
18355,108,2,ssp126,2080,27.593964
18355,108,2,ssp126,2081,38.791935
18355,108,2,ssp126,2082,31.922548
18355,108,2,ssp126,2083,42.752620
18355,108,2,ssp126,2084,32.656600
18355,108,2,ssp126,2085,35.566116
18355,108,2,ssp126,2086,33.863087
18355,108,2,ssp126,2087,89.544754
18355,108,2,ssp126,2088,24.380793
18355,108,2,ssp126,2089,30.036510
18355,108,2,ssp126,2090,33.895107
18355,108,2,ssp126,2091,43.864235
18355,108,2,ssp126,2092,47.040257
18355,108,2,ssp126,2093,39.104122
18355,108,2,ssp126,2094,27.097769
18355,108,2,ssp126,2095,38.877197
18355,108,2,ssp126,2096,27.271576
18355,108,2,ssp126,2097,36.811710
18355,108,2,ssp126,2098,26.025412
18355,108,2,ssp126,2099,35.142685
18355,108,2,ssp126,2100,56.514687
18355,108,3,ssp245,2015,33.710740
18355,108,3,ssp245,2016,30.976190
18355,108,3,ssp245,2017,36.153034
18355,108,3,ssp245,2018,35.648304
18355,108,3,ssp245,2019,29.379244
18355,108,3,ssp245,2020,40.569637
18355,108,3,ssp245,2021,22.387768
18355,108,3,ssp245,2022,28.390072
18355,108,3,ssp245,2023,29.515574
18355,108,3,ssp245,2024,25.208017
18355,108,3,ssp245,2025,28.948109
18355,108,3,ssp245,2026,33.201700
18355,108,3,ssp245,2027,42.252754
18355,108,3,ssp245,2028,36.943348
18355,108,3,ssp245,2029,28.159172
18355,108,3,ssp245,2030,34.375755
18355,108,3,ssp245,2031,34.992330
18355,108,3,ssp245,2032,30.769117
18355,108,3,ssp245,2033,58.094128
18355,108,3,ssp245,2034,39.896470
18355,108,3,ssp245,2035,75.318990
18355,108,3,ssp245,2036,36.129314
18355,108,3,ssp245,2037,28.696245
18355,108,3,ssp245,2038,42.876534
18355,108,3,ssp245,2039,24.674849
18355,108,3,ssp245,2040,32.520966
18355,108,3,ssp245,2041,37.655212
18355,108,3,ssp245,2042,35.753060
18355,108,3,ssp245,2043,33.179790
18355,108,3,ssp245,2044,34.979004
18355,108,3,ssp245,2045,29.347706
18355,108,3,ssp245,2046,34.979935
18355,108,3,ssp245,2047,25.103113
18355,108,3,ssp245,2048,45.037300
18355,108,3,ssp245,2049,25.183641
18355,108,3,ssp245,2050,37.319300
18355,108,3,ssp245,2051,40.273360
18355,108,3,ssp245,2052,39.756240
18355,108,3,ssp245,2053,33.873474
18355,108,3,ssp245,2054,52.515285
18355,108,3,ssp245,2055,40.813797
18355,108,3,ssp245,2056,29.719050
18355,108,3,ssp245,2057,27.420418
18355,108,3,ssp245,2058,37.225870
18355,108,3,ssp245,2059,29.166664
18355,108,3,ssp245,2060,28.895788
18355,108,3,ssp245,2061,35.414642
18355,108,3,ssp245,2062,33.437970
18355,108,3,ssp245,2063,29.197588
18355,108,3,ssp245,2064,30.832335
18355,108,3,ssp245,2065,27.560877
18355,108,3,ssp245,2066,35.734406
18355,108,3,ssp245,2067,24.929270
18355,108,3,ssp245,2068,34.266937
18355,108,3,ssp245,2069,23.322596
18355,108,3,ssp245,2070,31.258410
18355,108,3,ssp245,2071,31.503532
18355,108,3,ssp245,2072,32.498040
18355,108,3,ssp245,2073,28.340384
18355,108,3,ssp245,2074,49.522423
18355,108,3,ssp245,2075,30.315582
18355,108,3,ssp245,2076,33.288290
18355,108,3,ssp245,2077,82.990040
18355,108,3,ssp245,2078,25.468975
18355,108,3,ssp245,2079,54.213203
